Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
CHEMBL5093394,,None,358.44,0,1.21,27,C[C@@H](C(=O)N1CCOCC1)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,IC50,'=',560,nM,6.25,,,UO_0000065,,,,,0,CHEMBL5050786,Antiproliferative activity against human Calu-1 cells assessed as reduction on cell viability by cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5046323,1,Scientific Literature,ACS Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL4446255,,None,489.39,0,3.14,3; ML299,C[C@@H](CN1CCC2(CC1)C(=O)NCN2c1cccc(F)c1)NC(=O)c1ccc(Br)cc1,IC50,'=',10,nM,8,,,UO_0000065,,,,,0,CHEMBL5050786,Antiproliferative activity against human Calu-1 cells assessed as reduction on cell viability by cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5046323,1,Scientific Literature,ACS Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL3545311,BRIGATINIB,4,584.11,2,5.09,Brigatinib,COc1cc(N2CCC(N3CCN(C)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,Activity,,,,,,Not Active,,,,,,0,CHEMBL5034396,Induction of G1 cell cycle arrest in human Calu-1 cells at 100 nM after 24 to 48 hrs,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL5034001,1,Scientific Literature,J Med Chem,2021,CHEMBL3308031,Dose = 100.0 nM | Time_Lower = 24.0 hrs | Time_Upper = 48.0 hrs,,
CHEMBL5084695,,None,883.35,2,4.5,6; SIAIS164018,COc1cc(N2CCC(N3CCN(C(=O)CNc4cccc5c4C(=O)N(C4CCC(=O)NC4=O)C5=O)CC3)CC2)ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1,Activity,,,,,,Active,,,,,,0,CHEMBL5034424,Down regulation of C-myc protein expression in human Calu-1 cells at 1 to 500 nM after 48 hrs by Western blot analysis,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL612545,Unchecked,,UNCHECKED,CHEMBL5034001,1,Scientific Literature,J Med Chem,2021,CHEMBL3308031,Dose_Lower = 1.0 nM | Dose_Upper = 500.0 nM | TIME = 48.0 hr,,
CHEMBL2035672,,None,208.22,0,0.86,19,CCOC(=O)C(C)C(=O)c1cnccn1,Activity,'=',2.9,%,,,,UO_0000187,,,,,0,CHEMBL2039349,Cytotoxicity against human Calu1 cells at 0.03 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL479129,,None,300.27,0,1.9,3,COc1c(O)c(C)cc2c1C(=O)c1c(O)cc(O)cc1C2=O,IC50,'=',21300,nM,4.67,,,UO_0000065,,,,,0,CHEMBL996208,Inhibition of human Calu1 cell proliferation assessed as [3H]thymidine incorporation after 3 days by scintillation counting,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1150850,1,Scientific Literature,J Nat Prod,2001,CHEMBL3308031,,,
CHEMBL888,GEMCITABINE,4,263.2,0,-1.29,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,GI,'=',87,%,,,,UO_0000187,,,,,0,CHEMBL3051299,Cytotoxicity against Homo sapiens (human) Calu1 cells at 500 nM after 48 hr by propidium iodide-based fluorometric assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL3046347,1,Scientific Literature,Med Chem Res,2012,CHEMBL3308031,,,
CHEMBL29489,BUTYL CAFFEATE,None,236.27,0,2.45,2e,CCCCOC(=O)/C=C/c1ccc(O)c(O)c1,IC50,'=',11700,nM,4.93,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088766,,None,250.29,0,2.76,1e,CCCCOC(=O)/C=C/c1ccc(O)c(OC)c1,IC50,'=',17200,nM,4.76,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL44657,ETOPOSIDE,4,588.56,2,1.34,Etoposide,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,LC50,,,,,,Not Determined,,,,,,0,CHEMBL4273895,Antiproliferative activity against human HTB-54 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL5078848,,None,396.47,0,2.92,4,C[C@@H](CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)NC(=O)c1ccc(F)cc1,IC50,'=',16,nM,7.8,,,UO_0000065,,,,,0,CHEMBL5050786,Antiproliferative activity against human Calu-1 cells assessed as reduction on cell viability by cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5046323,1,Scientific Literature,ACS Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL5076666,,None,350.85,0,2.1,17,CC(=O)N(C)CCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,IC50,'=',180,nM,6.75,,,UO_0000065,,,,,0,CHEMBL5050786,Antiproliferative activity against human Calu-1 cells assessed as reduction on cell viability by cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5046323,1,Scientific Literature,ACS Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL5078394,,None,352.44,0,2.39,19,C[C@@H](CN1CCC(n2c(=O)[nH]c3ccccc32)CC1)n1ccccc1=O,IC50,'=',58,nM,7.24,,,UO_0000065,,,,,0,CHEMBL5050786,Antiproliferative activity against human Calu-1 cells assessed as reduction on cell viability by cellular assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5046323,1,Scientific Literature,ACS Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL2035670,,None,240.26,0,0.67,15,CCOC(=O)CC(=O)c1nccn1CCOC,Activity,'=',24,%,,,,UO_0000187,,,,,0,CHEMBL2038774,Cytotoxicity against human Calu1 cells at 10 uM after 48 hrs by WST-1 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2034859,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL2088779,,None,283.24,0,1.25,5a,O=C(/C=C/c1ccc(O)c(O)c1)OCCCO[N+](=O)[O-],IC50,'=',10700,nM,4.97,,,UO_0000065,,,,,0,CHEMBL2091958,Cytotoxicity against human Calu1 cells after 72 hrs by alamar blue assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL2086326,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL4578017,,None,405.84,0,4.26,40; Cink4T,O=C(COc1ccc(-c2nc3ccccc3c(=O)[nH]2)cc1)Nc1cccc(Cl)c1,Activity,'=',-0.8,%,,,,UO_0000187,,,,,0,CHEMBL4480936,Cell cycle arrest in human Calu1 cells assessed as increase in accumulation at S phase at 1.8 uM treated 18 hrs post serum-starvation measured after 18 hrs in presence of fresh medium containing FBS by propidium iodide staining based flow cytometry relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4480390,1,Scientific Literature,Eur J Med Chem,2019,CHEMBL3308031,,,
CHEMBL4875149,,None,734.93,3,8.58,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4866063,,None,761.74,3,8.76,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4864857,,None,771.75,3,8.22,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4282376,,None,302.19,None,None,1,O=C(Nc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',82.1,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4872049,,None,727.3,3,8.11,Ref 147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL226034,TAMARIXETIN,None,316.27,0,2.29,3a,COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,IC50,'=',24950,nM,4.6,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL3326995,,None,358.35,0,3.37,4b,CCOc1cc(O)c2c(=O)c(OCC)c(-c3ccc(O)c(O)c3)oc2c1,IC50,'=',37440,nM,4.43,,,UO_0000065,,,,,0,CHEMBL3380571,Anticancer activity against human Calu1 cells by HTS assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL3879801,NON-PROTEIN TARGET,,NON-MOLECULAR,CHEMBL3352654,1,Scientific Literature,Bioorg Med Chem Lett,2014,CHEMBL3308031,,,
CHEMBL888,GEMCITABINE,4,263.2,0,-1.29,Gemcitabine,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)C2(F)F)c(=O)n1,Activity,'=',79,%,,,,UO_0000187,,,,,0,CHEMBL4256081,Antiproliferative activity against human Calu1 cells at 500 nM after 48 hrs by propidium iodide staining based fluorometry relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL553,ERLOTINIB,4,393.44,0,3.41,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL459850,,None,456.43,0,4.21,8,Cc1ccc(NC(=O)c2cccc(C(F)(F)F)c2)cc1N1Cc2cnc(N)nc2N(C)C1=O,Activity,'=',0.459,,,,,,,,,,0,CHEMBL967655,Cytotoxicity against human Calu1 cells assessed as fraction of viable cells after 72 hrs relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1149823,1,Scientific Literature,Proc Natl Acad Sci U S A,2007,CHEMBL3308031,,,
CHEMBL4288184,,None,380.4,0,2.81,18,COC(=O)Nc1nc2cc(C(=O)c3ccc(N(C)C4COC4)cc3)ccc2[nH]1,EC50,'=',1600,nM,5.8,,,UO_0000065,,,,,0,CHEMBL4254147,Cytotoxicity against human Calu1 cells assessed as reduction in cell viability after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251617,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL261868,,None,374.36,0,2.66,4f,Cn1c(=O)c2c(c3ccccc31)OC(N)=C(C#N)C2c1cccc([N+](=O)[O-])c1,IC50,'=',1100,nM,5.96,,,UO_0000065,,,,,0,CHEMBL4256071,Antiproliferative activity against human Calu1 cells after 48 hrs by propidium iodide staining based fluorometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL4531157,,None,548.63,1,0.97,13,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H]5O[C@@H]6O[C@H](CO)C[C@H](O)[C@]6(O)O[C@@H]5C[C@@]43C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,IC50,'=',1400,nM,5.85,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL510977,,None,712.83,2,3.41,22,COc1cc(/C=C/C(=O)OC[C@H]2O[C@@H](O[C@H]3CC[C@@]4(C)[C@@H](CC[C@@H]5[C@@H]4CC[C@]4(C)[C@@H](C6=CC(=O)OC6)CC[C@]54O)C3)[C@H](O)[C@@H](O)[C@@H]2O)ccc1O,IC50,'=',6000,nM,5.22,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL4556119,,None,450.49,0,2.95,3,O=C1C=CC[C@@H]([C@H](O)[C@@H](O[C@H]([C@@H]2CC=CC(=O)O2)[C@@H](O)c2ccccc2)c2ccccc2)O1,IC50,'=',7500,nM,5.12,,,UO_0000065,,,,,0,CHEMBL4415241,Cytotoxicity against human Calu1 cells assessed as reduction in cell viability incubated fpr 72 hrs by celltiter-glo luminescent cell viability assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4414560,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL6931,,None,266.29,0,2.48,5,CC(C)C(=O)c1c(O)cc(O)c(C(=O)C(C)C)c1O,GI,'=',15,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956688,,None,446.41,1,2.88,12,CC(=O)c1c(O)c(C(C)=O)c(O)c(C(C)c2c(O)c(C(C)=O)c(O)c(C(C)=O)c2O)c1O,GI,'=',38,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956695,,None,509.47,3,3.31,19,CC(=O)c1c(O)c(C(C)=O)c(O)c(C(c2ccccn2)c2c(O)c(C(C)=O)c(O)c(C(C)=O)c2O)c1O,GI,'=',24,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956699,,None,764.91,3,9.59,23,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2ccc3c(c2)Cc2ccccc2-3)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',0,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956702,,None,732.89,4,9.23,27,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2cc3ccccc3s2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,GI,'=',54,%,,,,UO_0000187,,,,,0,CHEMBL1960823,Growth inhibition of human Calu1 cells at 10 uM after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956693,,None,514.51,3,3.97,17,CC(=O)c1c(O)c(C(C)=O)c(O)c(C(c2cccs2)c2c(O)c(C(C)=O)c(O)c(C(C)=O)c2O)c1O,IC50,'=',9700,nM,5.01,,,UO_0000065,,,,,0,CHEMBL1958661,Cytotoxicity against human Calu1 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956694,,None,682.83,4,8.08,18,CC(C)CC(=O)c1c(O)c(C(=O)CC(C)C)c(O)c(C(c2cccs2)c2c(O)c(C(=O)CC(C)C)c(O)c(C(=O)CC(C)C)c2O)c1O,IC50,'=',8900,nM,5.05,,,UO_0000065,,,,,0,CHEMBL1958661,Cytotoxicity against human Calu1 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL1956708,,None,608.6,3,4.91,34,CC(C)CC(=O)c1c(O)c(C=O)c(O)c(C(c2ccc3c(c2)OCO3)c2c(O)c(C=O)c(O)c(C(=O)CC(C)C)c2O)c1O,IC50,'=',9200,nM,5.04,,,UO_0000065,,,,,0,CHEMBL1958661,Cytotoxicity against human Calu1 cells after 48 hrs by WST-8 assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL1955790,1,Scientific Literature,Bioorg Med Chem Lett,2012,CHEMBL3308031,,,
CHEMBL4289331,,None,421.46,0,4.55,4j,Cn1c(=O)c2c(c3ccccc31)OC(N)=C(C#N)C2c1cccc(Oc2ccccc2)c1,IC50,'=',1800,nM,5.75,,,UO_0000065,,,,,0,CHEMBL4256071,Antiproliferative activity against human Calu1 cells after 48 hrs by propidium iodide staining based fluorometry,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4251708,1,Scientific Literature,ACS Med Chem Lett,2018,CHEMBL3308031,,,
CHEMBL1311740,,None,425.53,1,5.26,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4473213,,None,528.63,2,5.56,NPA101.3,CC(C)(C)c1cc(NC(=O)Cc2ccc(-n3cnc4cc(-c5ccc(S(C)(=O)=O)cc5)ccc43)cc2)no1,IC50,'>',100,nM,,,,UO_0000065,,,,,0,CHEMBL4359528,Cytotoxicity against RET deficient human Calu1 cells supplemented with fresh medium containing compound for every 2 to 3 days measured during compound dosing,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4354879,1,Scientific Literature,J Med Chem,2020,CHEMBL3308031,,,
CHEMBL5201614,,None,359.45,1,5.45,7j,C=C(c1ccc(NC(N)=O)cc1)c1ccc2c(c1)Nc1ccccc1S2,Activity,,,,,,Active,,,,,,0,CHEMBL5109455,Anti-ferroptotic activity against Erastin-induced ferroptosis in human Calu-1 cells assessed as decrease in smaller and rounder cells measured by cytocalcein violet 450 staining method,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL5107990,1,Scientific Literature,Bioorg Med Chem Lett,2022,CHEMBL3308031,,,
CHEMBL4276788,,None,308.22,None,None,16,O=C(Nc1cccs1)c1ccc2n[se]nc2c1,Activity,'=',99.1,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4293035,,None,395.12,None,None,21,O=C(NCc1ccc(Br)cc1)c1ccc2n[se]nc2c1,Activity,'=',71,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4282428,,None,330.25,None,None,22,O=C(NCCc1ccccc1)c1ccc2n[se]nc2c1,Activity,'=',133.7,%,,,,UO_0000187,,,,,0,CHEMBL4273903,Growth inhibition of human HTB-54 cells assessed as cell growth at 10 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4289173,,None,332.22,None,None,5,COc1ccc(NC(=O)c2ccc3n[se]nc3c2)cc1,Activity,'=',28.5,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL4285159,,None,392.27,None,None,10,COc1cc(NC(=O)c2ccc3n[se]nc3c2)cc(OC)c1OC,Activity,'=',38.7,%,,,,UO_0000187,,,,,0,CHEMBL4273904,Growth inhibition of human HTB-54 cells assessed as cell growth at 100 uM after 72 hrs by MTT assay relative to control,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4270585,1,Scientific Literature,Eur J Med Chem,2018,CHEMBL3308031,,,
CHEMBL499134,GHALAKINOSIDE,None,566.64,3,-0.26,1,C[C@]12[C@H](O)C[C@H]3[C@@H](CC[C@H]4C[C@H]5O[C@@H]6O[C@H](CO)C[C@@H](O)[C@]6(O)O[C@@H]5C[C@@]43CO)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,IC50,'=',700,nM,6.16,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL4474652,,None,564.63,2,-0.06,4,C[C@]12[C@H](O)C[C@H]3[C@@H](CC[C@H]4C[C@H]5O[C@@H]6O[C@H](CO)C[C@H](O)[C@]6(O)O[C@@H]5C[C@@]43C=O)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,IC50,'=',2000,nM,5.7,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
CHEMBL447312,,None,550.65,1,0.77,5,C[C@]12CC[C@H]3[C@@H](CC[C@H]4C[C@H]5O[C@@H]6O[C@H](CO)C[C@@H](O)[C@]6(O)O[C@@H]5C[C@@]43CO)[C@@]1(O)CC[C@@H]2C1=CC(=O)OC1,IC50,'=',600,nM,6.22,,,UO_0000065,,,,,0,CHEMBL4373612,Antiproliferative activity against human Calu1 cells after 72 hrs by MTT assay,F,BAO_0000219,cell-based format,Homo sapiens,None,None,Calu-1,None,,,,CHEMBL613505,Calu-1,Homo sapiens,CELL-LINE,CHEMBL4371101,1,Scientific Literature,J Nat Prod,2019,CHEMBL3308031,,,
